age,experience,education,job_level,department,job_role,performance_rating,projects_completed,certifications,weekly_hours,overtime_hours,team_size,leadership_score,skill_match,years_in_role,promotion_count,employment_type,location_type,company_size,job_satisfaction,salary
39,26,Masters,Senior,Sales,Clerk,5,13,0,31,18,14,2.425296826,8.432678148,2,1,Part-time,Semi-Urban,Medium,3,128057.5106
48,9,Bachelors,Junior,HR,Analyst,5,2,5,46,10,11,5.392838668,4.197029315,0,4,Part-time,Urban,Medium,5,88051.27385
52,5,Masters,Mid,Finance,Analyst,2,4,7,46,6,1,3.950222875,4.750922255,3,2,Contract,Rural,Large,4,50233.32958
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
30,0,Masters,Senior,Finance,Engineer,1,5,2,50,13,2,8.567451278,1.140016982,9,2,Part-time,Rural,Large,1,49403.47166
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
43,10,Bachelors,Senior,Sales,Engineer,2,16,7,34,9,3,2.474546489,5.274242072,6,3,Part-time,Rural,Medium,1,83240.63698
26,29,Masters,Junior,IT,Analyst,1,10,1,33,0,14,6.576695144,4.70258537,9,1,Contract,Urban,Small,5,115291.7976
44,27,PhD,Senior,HR,Clerk,1,8,8,52,14,4,9.918465337,4.085191815,6,0,Full-time,Semi-Urban,Large,1,110404.6955
35,14,Masters,Junior,HR,Engineer,1,19,9,35,13,13,7.275041884,7.485768273,0,4,Full-time,Urban,Small,3,69277.96381
51,21,Masters,Junior,HR,Engineer,4,7,2,57,3,9,7.460019853,6.070054748,1,0,Part-time,Urban,Medium,1,100561.0856
28,14,Masters,Senior,Sales,Manager,4,18,1,54,0,10,3.097397829,6.207734011,4,0,Part-time,Urban,Large,2,89627.67864
51,7,Bachelors,Senior,IT,Engineer,5,1,7,51,2,11,9.351654896,8.527303455,6,2,Full-time,Semi-Urban,Large,2,76416.41904
36,4,Masters,Junior,Finance,Engineer,4,8,4,33,16,11,8.146764542,6.761617403,0,1,Part-time,Urban,Medium,5,83030.70543
47,28,PhD,Senior,Sales,Manager,3,18,9,31,0,12,9.080996857,9.766880565,5,0,Contract,Semi-Urban,Small,4,108156.2535
39,20,Masters,Junior,Sales,Clerk,2,17,2,42,17,7,2.275024105,2.22677942,7,1,Contract,Rural,Large,1,72070.15941
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
57,24,Masters,Mid,HR,Engineer,2,7,2,31,10,12,7.548238492,4.775470609,1,2,Full-time,Urban,Medium,1,91726.80322
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
49,3,Masters,Senior,Finance,Engineer,2,13,8,47,19,14,8.515475772,1.153441904,8,3,Part-time,Rural,Medium,1,45598.60606
54,18,PhD,Senior,Finance,Analyst,2,8,3,46,4,7,8.617936176,1.594477282,1,0,Contract,Rural,Large,3,88743.30891
44,15,Masters,Junior,Sales,Manager,5,19,6,47,1,9,1.724119065,9.721098492,9,0,Contract,Rural,Large,5,79884.43726
55,25,Bachelors,Senior,HR,Engineer,2,6,4,46,3,12,6.651480695,5.482468354,7,1,Full-time,Rural,Medium,5,115306.4427
24,8,Bachelors,Mid,Finance,Analyst,4,8,9,46,14,3,3.124740194,1.785078829,4,3,Part-time,Semi-Urban,Small,4,63886.83479
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
21,11,Bachelors,Junior,Finance,Engineer,5,12,6,36,15,5,7.196147338,9.239637731,4,4,Contract,Semi-Urban,Large,2,80453.71261
23,2,PhD,Senior,HR,Clerk,5,1,1,37,10,2,2.244037869,9.717595762,6,0,Contract,Urban,Small,2,63044.15278
46,25,Bachelors,Mid,IT,Engineer,2,4,8,42,7,10,6.477867853,3.394342814,2,4,Part-time,Urban,Large,2,92125.07923
26,29,Masters,Junior,IT,Analyst,1,10,1,33,0,14,6.576695144,4.70258537,9,1,Contract,Urban,Small,5,115291.7976
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
45,26,PhD,Junior,Sales,Analyst,3,3,4,52,7,7,5.161135602,3.691446442,5,0,Contract,Semi-Urban,Medium,5,94991.87133
41,8,Masters,Mid,Sales,Manager,3,18,4,37,1,5,7.967351462,5.394132315,6,4,Full-time,Rural,Small,4,87418.31024
28,5,Masters,Mid,IT,Engineer,3,5,8,45,19,10,7.029439351,4.549756335,9,4,Contract,Urban,Medium,5,59435.14695
55,7,Bachelors,Junior,Finance,Manager,3,1,2,59,3,11,7.174794071,3.866120139,0,1,Contract,Semi-Urban,Large,5,74161.13824
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
46,26,Bachelors,Mid,IT,Analyst,2,4,8,56,8,3,5.674066829,5.213737137,5,0,Part-time,Urban,Medium,4,101127.5514
26,1,Bachelors,Senior,IT,Clerk,3,8,9,36,12,3,2.623104955,1.501300003,2,2,Part-time,Urban,Small,3,53037.66496
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
33,5,PhD,Mid,Sales,Clerk,5,3,4,53,10,7,2.64372239,8.366868808,5,2,Part-time,Urban,Medium,2,74801.96496
57,24,Masters,Mid,HR,Engineer,2,7,2,31,10,12,7.548238492,4.775470609,1,2,Full-time,Urban,Medium,1,91726.80322
59,24,Bachelors,Mid,Sales,Analyst,1,6,6,52,3,8,9.253164039,7.029726573,6,3,Full-time,Semi-Urban,Medium,2,102984.8359
52,0,PhD,Mid,Sales,Analyst,5,16,5,30,12,3,9.804372629,4.326241775,6,0,Contract,Semi-Urban,Small,1,53211.86276
33,6,PhD,Junior,IT,Clerk,4,13,1,48,10,12,2.800110376,9.991587513,9,3,Part-time,Rural,Small,3,72728.01539
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
22,12,PhD,Mid,IT,Manager,5,10,7,33,14,1,5.611802706,2.377097597,4,2,Contract,Rural,Small,5,94741.31982
25,4,Masters,Mid,Sales,Engineer,5,5,9,38,16,9,2.697264322,6.042316373,4,2,Part-time,Urban,Large,3,70389.04397
33,19,Masters,Senior,Finance,Engineer,5,7,9,31,19,13,4.301078423,7.288423088,5,3,Contract,Semi-Urban,Medium,3,99002.18613
45,1,PhD,Senior,Finance,Engineer,5,10,3,49,16,1,7.150431781,9.573933814,5,1,Full-time,Urban,Large,1,70886.15236
27,21,PhD,Junior,IT,Clerk,3,12,7,59,10,9,1.103532532,2.247633604,8,1,Part-time,Rural,Medium,1,87762.69286
42,22,Masters,Mid,IT,Engineer,4,19,6,34,3,5,9.239626274,8.876354885,4,3,Full-time,Rural,Small,1,103205.2521
35,2,PhD,Junior,Finance,Analyst,3,5,2,55,9,8,6.386020516,2.732435628,5,2,Part-time,Semi-Urban,Small,3,59399.94327
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
22,12,PhD,Mid,HR,Engineer,5,6,6,59,7,6,2.477768481,9.369625382,3,3,Full-time,Semi-Urban,Large,4,76980.31894
44,25,PhD,Mid,HR,Analyst,1,7,8,58,5,12,7.529104182,5.790396789,6,4,Part-time,Urban,Large,5,101745.5803
26,26,Masters,Senior,IT,Manager,3,8,0,46,11,2,8.886946109,4.403140791,5,0,Full-time,Semi-Urban,Small,2,100779.7151
41,27,Masters,Senior,HR,Clerk,2,8,3,57,17,4,8.49835248,8.934492759,5,0,Contract,Semi-Urban,Small,1,112080.7438
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
48,14,PhD,Mid,IT,Manager,2,11,8,40,19,5,2.297468663,2.091010505,8,4,Part-time,Urban,Small,1,74459.68127
40,1,PhD,Junior,IT,Analyst,3,2,6,50,13,10,5.330083824,9.583490907,2,4,Contract,Rural,Small,1,63939.27291
46,19,Bachelors,Mid,HR,Manager,2,16,6,46,2,9,8.242085182,7.332846079,0,4,Part-time,Rural,Large,2,83245.50048
46,25,Bachelors,Mid,IT,Engineer,2,4,8,42,7,10,6.477867853,3.394342814,2,4,Part-time,Urban,Large,2,92125.07923
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
43,13,PhD,Mid,Finance,Analyst,5,5,8,42,5,2,2.608340934,8.566991116,6,1,Contract,Semi-Urban,Large,1,98680.73027
48,15,Masters,Senior,Finance,Manager,4,14,4,47,0,13,7.126727427,4.356866868,9,2,Contract,Urban,Small,2,77297.96767
34,18,Masters,Junior,HR,Manager,3,1,5,59,4,10,1.342342447,2.82106624,7,3,Part-time,Semi-Urban,Small,4,74908.62194
35,14,Masters,Junior,HR,Engineer,1,19,9,35,13,13,7.275041884,7.485768273,0,4,Full-time,Urban,Small,3,69277.96381
42,1,Bachelors,Senior,IT,Engineer,2,5,0,32,16,13,1.929466118,1.490882234,3,4,Full-time,Semi-Urban,Medium,1,56891.5248
44,11,Bachelors,Senior,Finance,Clerk,4,3,6,37,4,2,4.3935093,4.986225961,3,2,Full-time,Semi-Urban,Small,3,76353.98045
43,9,Bachelors,Junior,Sales,Engineer,2,14,9,30,1,14,3.955506545,5.879851263,9,3,Part-time,Urban,Small,4,84420.32806
24,7,Masters,Junior,Finance,Manager,1,2,3,56,7,3,7.912019568,7.832916889,3,1,Full-time,Urban,Medium,4,57545.51983
48,12,Bachelors,Junior,Finance,Engineer,4,19,6,33,3,9,8.505803365,4.747241356,8,0,Part-time,Urban,Large,4,78879.49299
28,21,Masters,Mid,IT,Manager,4,12,6,58,6,8,9.631163689,1.359122619,3,2,Full-time,Rural,Large,5,111467.1108
27,3,PhD,Senior,Sales,Manager,5,7,8,31,18,12,6.417047545,5.618502914,0,0,Full-time,Semi-Urban,Large,5,67979.25104
24,8,PhD,Senior,IT,Engineer,3,6,7,56,19,6,9.282809134,5.316371544,5,4,Full-time,Semi-Urban,Small,4,71944.45499
37,18,Bachelors,Junior,Finance,Clerk,4,2,0,41,15,5,5.81246795,3.757759891,7,3,Part-time,Urban,Large,4,99234.77982
22,23,Masters,Senior,HR,Engineer,3,8,0,58,8,11,2.95308713,7.910299697,9,1,Part-time,Rural,Medium,5,100551.4468
42,2,Bachelors,Mid,Sales,Manager,4,12,7,33,1,12,7.437125138,4.910552616,4,4,Contract,Rural,Medium,4,49532.78828
58,27,Bachelors,Mid,Finance,Manager,1,11,7,31,16,6,4.012796695,2.845185329,4,1,Contract,Urban,Large,5,88511.01909
31,4,Bachelors,Senior,Finance,Manager,5,16,2,35,6,11,5.411095982,1.987010236,9,3,Full-time,Rural,Large,2,67805.50827
38,18,Bachelors,Mid,HR,Manager,3,10,9,53,10,1,4.8230887,7.98191795,1,0,Part-time,Semi-Urban,Large,4,94901.39024
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
32,14,Bachelors,Mid,Sales,Engineer,5,11,6,48,13,5,7.295706153,4.983092501,8,0,Full-time,Urban,Large,1,83227.41715
26,19,Bachelors,Mid,Finance,Engineer,2,15,8,39,5,8,5.505353204,6.541387225,7,2,Part-time,Urban,Medium,5,79962.01787
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
48,4,Masters,Mid,Finance,Engineer,4,7,9,57,13,5,3.07813625,1.347947106,9,4,Full-time,Urban,Large,3,46252.67278
34,13,PhD,Junior,Finance,Engineer,5,14,7,55,14,8,1.952535649,5.901315618,9,2,Full-time,Rural,Medium,5,82579.11439
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
50,3,Masters,Junior,Finance,Analyst,2,19,8,30,3,6,7.982277525,8.644853831,5,4,Full-time,Urban,Large,1,62997.10212
39,1,Masters,Mid,Sales,Clerk,3,6,3,30,14,8,2.332922856,5.597170662,9,1,Part-time,Rural,Medium,3,69322.52765
29,13,PhD,Junior,HR,Analyst,3,10,0,37,7,3,2.08300343,7.29703515,8,4,Contract,Semi-Urban,Large,1,90867.44561
51,0,PhD,Senior,HR,Engineer,3,15,8,34,15,5,1.542859777,7.557456294,8,0,Contract,Semi-Urban,Small,4,46575.80733
32,14,Bachelors,Mid,Sales,Engineer,5,11,6,48,13,5,7.295706153,4.983092501,8,0,Full-time,Urban,Large,1,83227.41715
35,2,PhD,Junior,Finance,Analyst,3,5,2,55,9,8,6.386020516,2.732435628,5,2,Part-time,Semi-Urban,Small,3,59399.94327
55,11,Bachelors,Senior,Sales,Engineer,4,19,6,56,10,5,4.7122509,4.477901082,7,3,Part-time,Rural,Medium,5,83356.7322
56,16,Bachelors,Mid,HR,Manager,5,8,3,40,3,4,4.266143965,9.156857265,5,2,Part-time,Rural,Large,2,99380.37268
41,21,PhD,Mid,HR,Analyst,4,6,6,30,19,7,7.981610536,6.579058558,3,4,Part-time,Rural,Large,5,113084.4808
26,19,PhD,Mid,Sales,Clerk,1,15,7,33,12,5,5.02881131,3.495473495,3,2,Full-time,Rural,Medium,4,70968.3795
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
36,27,Bachelors,Junior,Finance,Manager,4,6,6,52,19,4,2.547081884,3.910903745,6,1,Part-time,Urban,Medium,5,107000.1664
34,5,PhD,Mid,Sales,Manager,4,18,3,36,12,11,9.92240191,7.346280667,3,1,Full-time,Urban,Large,4,62708.93871
29,28,Masters,Senior,HR,Manager,5,19,5,32,3,1,2.527042486,8.320361411,4,2,Part-time,Rural,Medium,2,114971.4762
29,6,PhD,Mid,Sales,Engineer,4,7,9,57,18,13,1.560751568,4.618225152,2,3,Part-time,Rural,Small,1,80215.62175
24,5,Masters,Mid,Sales,Clerk,5,10,3,35,1,8,7.18889442,8.160680517,0,4,Part-time,Rural,Medium,2,66187.71104
47,22,Masters,Junior,Finance,Manager,5,14,3,45,14,7,1.252432771,7.914027755,4,0,Part-time,Semi-Urban,Small,4,106553.2661
26,18,PhD,Mid,HR,Manager,2,19,6,39,4,14,1.244816585,7.211891484,8,2,Part-time,Semi-Urban,Small,4,79999.08637
47,28,PhD,Senior,Sales,Manager,3,18,9,31,0,12,9.080996857,9.766880565,5,0,Contract,Semi-Urban,Small,4,108156.2535
36,27,Bachelors,Junior,Finance,Manager,4,6,6,52,19,4,2.547081884,3.910903745,6,1,Part-time,Urban,Medium,5,107000.1664
28,21,Masters,Mid,IT,Manager,4,12,6,58,6,8,9.631163689,1.359122619,3,2,Full-time,Rural,Large,5,111467.1108
33,5,PhD,Mid,Sales,Clerk,5,3,4,53,10,7,2.64372239,8.366868808,5,2,Part-time,Urban,Medium,2,74801.96496
52,5,Masters,Mid,Finance,Analyst,2,4,7,46,6,1,3.950222875,4.750922255,3,2,Contract,Rural,Large,4,50233.32958
47,22,Masters,Junior,Finance,Manager,5,14,3,45,14,7,1.252432771,7.914027755,4,0,Part-time,Semi-Urban,Small,4,106553.2661
31,13,PhD,Mid,HR,Clerk,3,13,8,52,2,8,6.557704969,1.066477957,3,0,Full-time,Urban,Large,3,82322.47852
27,3,PhD,Senior,Sales,Manager,5,7,8,31,18,12,6.417047545,5.618502914,0,0,Full-time,Semi-Urban,Large,5,67979.25104
23,9,PhD,Mid,HR,Manager,3,17,6,54,16,5,2.777141581,1.858099202,7,2,Part-time,Urban,Small,3,61587.86062
32,3,Bachelors,Junior,Finance,Engineer,5,4,2,51,7,1,6.09931716,5.102623998,0,2,Full-time,Urban,Small,1,56080.46596
31,26,PhD,Junior,Sales,Engineer,3,15,0,45,3,14,9.526527603,1.45256429,9,2,Full-time,Rural,Large,3,110933.6048
59,14,Masters,Junior,Sales,Clerk,3,6,5,59,4,14,1.781707409,6.126451762,1,4,Full-time,Rural,Large,3,86313.44952
26,13,Bachelors,Mid,Finance,Clerk,5,9,9,57,16,8,6.281671553,1.906372239,9,0,Part-time,Semi-Urban,Small,3,94964.31824
55,15,Bachelors,Junior,HR,Manager,2,5,0,42,5,3,2.622932784,7.248853478,6,3,Contract,Urban,Large,4,89739.55696
57,14,Bachelors,Senior,IT,Manager,4,3,9,40,9,10,7.716592692,8.414387848,9,2,Contract,Rural,Large,4,103393.8581
41,6,Bachelors,Senior,Sales,Manager,2,8,2,46,7,9,4.695557862,8.096600553,5,4,Part-time,Rural,Medium,3,73916.47853
55,8,PhD,Mid,Sales,Clerk,1,2,6,32,13,7,1.725894503,1.348260435,5,0,Full-time,Urban,Medium,3,62926.80703
42,3,PhD,Mid,IT,Clerk,5,10,2,50,12,13,3.945687866,8.446224015,3,3,Part-time,Rural,Small,5,64396.15668
25,9,PhD,Senior,HR,Analyst,1,1,6,53,2,7,6.149214741,2.481712673,4,1,Part-time,Rural,Large,5,72750.26995
40,16,Bachelors,Mid,HR,Manager,5,9,2,45,7,10,2.066054945,8.905218897,7,0,Contract,Urban,Large,1,108809.3176
33,6,PhD,Junior,IT,Clerk,4,13,1,48,10,12,2.800110376,9.991587513,9,3,Part-time,Rural,Small,3,72728.01539
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
51,25,Masters,Senior,IT,Clerk,4,17,8,44,12,12,4.261876495,7.316728585,8,1,Full-time,Urban,Large,3,104195.9508
30,6,Masters,Junior,Finance,Engineer,5,19,9,34,1,11,6.868990199,7.251590919,5,0,Contract,Urban,Medium,3,73879.8993
47,3,Masters,Mid,HR,Analyst,2,9,9,46,7,3,1.605501759,4.919712212,9,3,Contract,Semi-Urban,Large,3,61784.15641
32,18,PhD,Mid,Finance,Manager,2,8,2,46,15,1,8.317461669,1.582797689,6,2,Full-time,Semi-Urban,Large,1,92230.8189
29,13,PhD,Junior,HR,Analyst,3,10,0,37,7,3,2.08300343,7.29703515,8,4,Contract,Semi-Urban,Large,1,90867.44561
59,22,Bachelors,Junior,Finance,Manager,1,1,4,39,16,6,2.761785523,6.850364796,1,4,Part-time,Rural,Medium,2,98856.22328
55,2,Masters,Mid,Sales,Clerk,2,9,0,41,1,12,3.491763672,4.40547969,8,2,Full-time,Semi-Urban,Large,2,41523.3393
32,20,Bachelors,Junior,Sales,Manager,2,3,3,35,1,4,2.348000568,2.418336461,6,0,Full-time,Rural,Small,3,72887.00432
42,13,PhD,Junior,Sales,Engineer,2,4,9,53,15,14,7.477351707,1.469762268,0,3,Contract,Urban,Large,4,79701.06643
44,29,PhD,Senior,HR,Clerk,2,9,6,49,13,2,2.374385206,9.185382988,9,3,Full-time,Urban,Large,3,120428.8448
51,18,Bachelors,Senior,IT,Engineer,1,19,7,41,16,1,5.758167377,8.479403028,4,4,Part-time,Urban,Medium,2,93756.45101
49,4,Bachelors,Senior,HR,Analyst,1,15,1,32,6,11,8.722735475,3.555157688,7,1,Part-time,Rural,Small,5,69126.9247
37,5,Bachelors,Junior,HR,Clerk,1,12,3,45,9,10,2.067196783,1.758889092,8,3,Part-time,Rural,Medium,4,54763.86369
45,18,PhD,Mid,Finance,Clerk,3,12,9,33,16,4,2.326840844,2.121963438,9,4,Full-time,Rural,Small,5,83162.19697
49,4,Bachelors,Senior,HR,Analyst,1,15,1,32,6,11,8.722735475,3.555157688,7,1,Part-time,Rural,Small,5,69126.9247
27,23,Masters,Mid,IT,Clerk,2,3,4,42,5,11,7.972423504,4.965613616,5,0,Full-time,Rural,Small,3,93128.15984
27,2,Masters,Junior,IT,Analyst,5,5,2,55,12,10,1.678946581,6.324302925,0,1,Part-time,Rural,Large,3,51401.11009
27,21,PhD,Junior,IT,Clerk,3,12,7,59,10,9,1.103532532,2.247633604,8,1,Part-time,Rural,Medium,1,87762.69286
43,10,Bachelors,Senior,Sales,Engineer,2,16,7,34,9,3,2.474546489,5.274242072,6,3,Part-time,Rural,Medium,1,83240.63698
48,23,Bachelors,Senior,Sales,Analyst,3,3,7,44,6,6,1.138981923,3.859071299,2,3,Part-time,Rural,Medium,3,94774.86748
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
42,5,Masters,Junior,IT,Engineer,5,11,7,47,16,8,4.093475718,3.009282447,8,0,Contract,Urban,Medium,2,53659.61465
54,2,PhD,Senior,HR,Manager,1,2,1,57,2,8,8.286027595,6.527359113,7,1,Contract,Rural,Small,4,68564.85853
26,26,Masters,Mid,Sales,Clerk,1,17,0,41,5,12,7.150920329,5.123772966,4,4,Part-time,Urban,Large,2,114986.4479
27,8,PhD,Senior,Finance,Manager,3,19,8,41,11,13,3.415747497,2.902996612,1,1,Contract,Rural,Large,1,52745.34343
31,12,Bachelors,Junior,HR,Engineer,4,13,8,54,14,8,1.233614938,3.953010254,2,4,Contract,Urban,Medium,5,62649.22724
30,4,Masters,Senior,Sales,Analyst,4,8,3,45,14,10,1.824052034,6.477917644,3,4,Contract,Urban,Medium,5,53118.55321
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
44,15,Masters,Junior,Sales,Manager,5,19,6,47,1,9,1.724119065,9.721098492,9,0,Contract,Rural,Large,5,79884.43726
27,3,PhD,Senior,Sales,Manager,5,7,8,31,18,12,6.417047545,5.618502914,0,0,Full-time,Semi-Urban,Large,5,67979.25104
41,6,Bachelors,Senior,Sales,Manager,2,8,2,46,7,9,4.695557862,8.096600553,5,4,Part-time,Rural,Medium,3,73916.47853
44,27,PhD,Senior,HR,Clerk,1,8,8,52,14,4,9.918465337,4.085191815,6,0,Full-time,Semi-Urban,Large,1,110404.6955
26,9,Masters,Mid,IT,Manager,4,17,0,34,2,3,5.150369608,7.926978205,2,2,Contract,Urban,Large,4,82637.74345
53,17,Masters,Mid,Finance,Analyst,3,16,4,32,3,12,8.83770211,5.83560946,6,2,Part-time,Rural,Small,2,91829.43346
33,21,PhD,Senior,Finance,Engineer,2,6,5,56,9,8,6.296772001,5.76114237,5,3,Full-time,Urban,Medium,4,94857.14285
29,8,Masters,Senior,HR,Clerk,3,9,4,33,12,13,8.445968178,7.400105133,0,3,Full-time,Urban,Large,1,80866.09434
51,24,PhD,Junior,Finance,Manager,2,13,9,44,9,3,4.851663876,4.251013691,6,2,Full-time,Semi-Urban,Large,3,90425.8803
54,18,PhD,Senior,Finance,Analyst,2,8,3,46,4,7,8.617936176,1.594477282,1,0,Contract,Rural,Large,3,88743.30891
34,18,Masters,Junior,HR,Manager,3,1,5,59,4,10,1.342342447,2.82106624,7,3,Part-time,Semi-Urban,Small,4,74908.62194
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
51,28,Masters,Senior,Finance,Clerk,1,17,5,46,3,3,9.236342549,6.95788122,2,1,Full-time,Rural,Small,4,99057.80001
28,14,Masters,Senior,Sales,Manager,4,18,1,54,0,10,3.097397829,6.207734011,4,0,Part-time,Urban,Large,2,89627.67864
24,16,PhD,Senior,IT,Engineer,1,2,2,57,12,14,2.94978094,1.723624307,8,2,Part-time,Semi-Urban,Medium,4,70877.13011
58,28,PhD,Senior,IT,Manager,4,2,9,36,11,11,8.218634838,7.090569745,7,2,Full-time,Rural,Large,5,133596.3185
25,25,Masters,Junior,Finance,Clerk,1,7,4,35,3,9,6.681479891,3.824218862,8,1,Full-time,Urban,Large,2,103581.5425
53,16,Bachelors,Mid,Finance,Analyst,1,18,1,45,5,11,9.218042515,1.801527645,7,3,Full-time,Urban,Small,2,68236.87569
24,1,Bachelors,Junior,HR,Manager,5,6,3,50,0,12,2.684488847,3.232535906,0,3,Contract,Rural,Large,4,61432.53193
30,4,Masters,Senior,Sales,Analyst,4,8,3,45,14,10,1.824052034,6.477917644,3,4,Contract,Urban,Medium,5,53118.55321
36,27,Bachelors,Junior,Finance,Manager,4,6,6,52,19,4,2.547081884,3.910903745,6,1,Part-time,Urban,Medium,5,107000.1664
32,10,Masters,Mid,IT,Manager,5,19,1,59,7,9,7.411196271,5.739356101,6,4,Part-time,Urban,Large,3,79724.42359
48,4,Masters,Mid,Finance,Engineer,4,7,9,57,13,5,3.07813625,1.347947106,9,4,Full-time,Urban,Large,3,46252.67278
25,4,Masters,Junior,Sales,Clerk,4,16,1,58,7,6,9.116349259,8.807959265,0,0,Full-time,Urban,Large,5,70959.90038
39,21,Bachelors,Senior,Sales,Manager,4,13,8,32,9,2,1.677920852,1.267325515,8,0,Full-time,Rural,Large,1,103854.7115
35,11,Bachelors,Mid,Finance,Manager,5,18,7,40,13,5,9.058329828,1.040926063,8,1,Full-time,Urban,Medium,1,75766.4411
52,5,Masters,Mid,Finance,Analyst,2,4,7,46,6,1,3.950222875,4.750922255,3,2,Contract,Rural,Large,4,50233.32958
36,9,Bachelors,Senior,Sales,Manager,4,2,2,44,7,4,4.508147219,9.981973622,5,2,Part-time,Urban,Medium,5,95470.51557
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
32,14,Bachelors,Mid,Sales,Engineer,5,11,6,48,13,5,7.295706153,4.983092501,8,0,Full-time,Urban,Large,1,83227.41715
54,29,Bachelors,Junior,HR,Analyst,4,10,6,36,2,10,6.078664282,2.349630547,0,2,Part-time,Urban,Small,5,119074.2209
32,9,PhD,Senior,Finance,Analyst,1,13,6,50,4,2,2.842334869,1.768498895,0,4,Part-time,Urban,Medium,3,68734.53354
25,1,PhD,Mid,IT,Clerk,3,16,3,31,16,5,6.197173298,1.94624702,7,4,Full-time,Rural,Large,2,52068.66972
44,27,PhD,Senior,HR,Clerk,1,8,8,52,14,4,9.918465337,4.085191815,6,0,Full-time,Semi-Urban,Large,1,110404.6955
44,16,Bachelors,Junior,IT,Engineer,5,18,9,42,12,7,6.27531732,9.457339719,5,2,Full-time,Semi-Urban,Medium,3,109010.125
43,2,Masters,Junior,IT,Analyst,1,14,6,32,7,2,3.772832166,6.33284714,3,2,Part-time,Urban,Medium,2,47903.24873
33,16,Bachelors,Senior,Finance,Engineer,1,1,2,41,0,2,5.429570881,8.666691132,3,0,Part-time,Rural,Medium,4,77785.60024
58,29,Masters,Senior,HR,Manager,5,11,8,48,5,10,8.468222079,4.771477846,2,0,Full-time,Rural,Small,5,125430.9955
50,24,Masters,Mid,IT,Analyst,4,8,5,47,6,13,5.993978501,1.394019696,6,3,Full-time,Rural,Small,5,106390.8021
40,18,Masters,Senior,Sales,Analyst,4,1,3,44,4,5,1.421983481,2.643267182,6,0,Full-time,Urban,Medium,4,101624.9041
28,5,Masters,Mid,IT,Engineer,3,5,8,45,19,10,7.029439351,4.549756335,9,4,Contract,Urban,Medium,5,59435.14695
